system,x,y,x_name,y_name,edge_type,x_number,y_number,x_id,y_id,n_x,median_x,sh_x,q90_x,frac>0_x,variance_x,std_x,n_y,median_y,sh_y,q90_y,frac>0_y,variance_y,std_y,abs_delta,delta,cohens_d,pct_change,abs_pct_change,system_name
Brain_spinal_cord,BS_M12,BS_M18,Di/mesencephalon GABAergic neurons,GABAergic neurons (after E13.0),Developmental progression,211.0,217.0,193,199,15589,0.0,0.1038728119176488,0.4203470031545742,0.2528064660978895,0.0328373783635145,0.1812108671231239,292004,0.0,0.0665618987890793,0.3402996845425867,0.1962541609019054,0.0197554239789605,0.1405539895519174,0.037311,-0.037311,-0.2301,-35.92,35.92,Brain_spinal_cord
Brain_spinal_cord,BS_M11,BS_M53,Deep-layer neurons,Subplate neurons,Developmental progression,210.0,256.0,192,236,236402,0.0,0.0369367331357213,0.2235410094637201,0.1029094508506696,0.0124167702699905,0.1114305625490175,103397,0.0,0.0298443689629836,0.0,0.0905538845421047,0.0093228159353381,0.0965547302587403,0.007092,-0.007092,-0.068,-19.2,19.2,Brain_spinal_cord
Brain_spinal_cord,BS_M21,BS_M19,Hypothalamic Sim1 neurons,Glutamatergic neurons (after E13.0),Developmental progression,221.0,218.0,202,200,19592,0.0,0.1155904988580931,0.4215299684542587,0.2837893017558187,0.0353261547380582,0.1879525332046849,570526,0.0,0.0596380055049316,0.3272870662460567,0.1757833998801106,0.0180647625616808,0.1344052177621122,0.055952,-0.055952,-0.3425,-48.41,48.41,Brain_spinal_cord
Brain_spinal_cord,BS_M54,BS_M24,Telencephalon,Intermediate neuronal progenitors,Developmental progression,257.0,224.0,237,205,430409,0.0,0.1093734411646474,0.3223005968529571,0.302681867711874,0.0334671402664523,0.1829402642024229,42068,0.0,0.0222655770287976,0.0,0.076946847960445,0.0062108385529683,0.0788088735674372,0.087108,-0.087108,-0.6184,-79.64,79.64,Brain_spinal_cord
Brain_spinal_cord,BS_M54,BS_M17,Telencephalon,GABAergic cortical interneurons,Developmental progression,257.0,216.0,237,198,430409,0.0,0.1093734411646474,0.3223005968529571,0.302681867711874,0.0334671402664523,0.1829402642024229,603448,0.0,0.0686051464367104,0.38801261829653,0.1756539088703583,0.0230832494412741,0.1519317262498985,0.040768,-0.040768,-0.2424,-37.27,37.27,Brain_spinal_cord
Brain_spinal_cord,BS_M48,BS_M18,Spinal V1 interneurons,GABAergic neurons (after E13.0),Developmental progression,250.0,217.0,230,199,31325,0.0,0.1588917323974511,0.4483438485804416,0.3640542697525937,0.0494754269688759,0.222430723976873,292004,0.0,0.0665618987890793,0.3402996845425867,0.1962541609019054,0.0197554239789605,0.1405539895519174,0.09233,-0.09233,-0.4963,-58.11,58.11,Brain_spinal_cord
Brain_spinal_cord,BS_M31,BS_M40,NMPs and spinal cord progenitors,Spinal cord/r7/r8,Developmental progression,232.0,242.0,212,222,53734,0.3025863628142521,0.2860191864505046,0.6066196418882257,0.7103323780101984,0.0509524869050377,0.2257265755400495,395636,0.2801591607885694,0.2003485609844605,0.5545306565382528,0.5359269631681647,0.045215830352988,0.2126401428540434,0.085671,-0.085671,-0.3907,-29.95,29.95,Brain_spinal_cord
Brain_spinal_cord,BS_M56,BS_M53,Upper-layer neurons,Subplate neurons,Developmental progression,259.0,256.0,239,236,238829,0.0,0.0186351884516241,0.0,0.0503707673691218,0.00678095879709,0.082346577324683,103397,0.0,0.0298443689629836,0.0,0.0905538845421047,0.0093228159353381,0.0965547302587403,0.011209,0.011209,0.1249,60.15,60.15,Brain_spinal_cord
Brain_spinal_cord,BS_M54,BS_M3,Telencephalon,Astrocytes,Developmental progression,257.0,230.0,237,210,430409,0.0,0.1093734411646474,0.3223005968529571,0.302681867711874,0.0334671402664523,0.1829402642024229,109750,0.2745523602821487,0.2187713901149087,0.506800506420692,0.6340501138952164,0.0371565125437079,0.1927602462742458,0.109398,0.109398,0.5822,100.02,100.02,Brain_spinal_cord
Brain_spinal_cord,BS_M42,BS_M19,Spinal dI2 interneurons,Glutamatergic neurons (after E13.0),Developmental progression,244.0,218.0,224,200,21843,0.0,0.0751345889529104,0.3876182965299685,0.1937004990157029,0.0240428619095095,0.1550576083573763,570526,0.0,0.0596380055049316,0.3272870662460567,0.1757833998801106,0.0180647625616808,0.1344052177621122,0.015497,-0.015497,-0.1068,-20.63,20.63,Brain_spinal_cord
Brain_spinal_cord,BS_M26,BS_M19,Midbrain dopaminergic neurons,Glutamatergic neurons (after E13.0),Developmental progression,226.0,218.0,206,200,5495,0.0,0.0951567671212429,0.4128548895899053,0.2362147406733394,0.0298703446120702,0.1728303926167796,570526,0.0,0.0596380055049316,0.3272870662460567,0.1757833998801106,0.0180647625616808,0.1344052177621122,0.035519,-0.035519,-0.2294,-37.33,37.33,Brain_spinal_cord
Brain_spinal_cord,BS_M48,BS_M46,Spinal V1 interneurons,Spinal dI6 interneurons,Developmental progression,250.0,248.0,230,228,31325,0.0,0.1588917323974511,0.4483438485804416,0.3640542697525937,0.0494754269688759,0.222430723976873,10964,0.0,0.0998397609267841,0.3998422712933753,0.2604888726742065,0.0290562360616484,0.1704588984525255,0.059052,-0.059052,-0.298,-37.16,37.16,Brain_spinal_cord
Brain_spinal_cord,BS_M40,BS_M29,Spinal cord/r7/r8,Neural progenitor cells (Neurod1+),Developmental progression,242.0,229.0,222,209,395636,0.2801591607885694,0.2003485609844605,0.5545306565382528,0.5359269631681647,0.045215830352988,0.2126401428540434,23270,0.0,0.1503472140449742,0.3239283776451438,0.4369144821658788,0.0349463641262894,0.1869394664758873,0.050001,-0.050001,-0.2498,-24.96,24.96,Brain_spinal_cord
Brain_spinal_cord,BS_M46,BS_M18,Spinal dI6 interneurons,GABAergic neurons (after E13.0),Developmental progression,248.0,217.0,228,199,10964,0.0,0.0998397609267841,0.3998422712933753,0.2604888726742065,0.0290562360616484,0.1704588984525255,292004,0.0,0.0665618987890793,0.3402996845425867,0.1962541609019054,0.0197554239789605,0.1405539895519174,0.033278,-0.033278,-0.213,-33.33,33.33,Brain_spinal_cord
Brain_spinal_cord,BS_M50,BS_M18,Spinal V2b interneurons,GABAergic neurons (after E13.0),Developmental progression,253.0,217.0,233,199,8575,0.0,0.0985949269297624,0.4160094637223974,0.2439650145772594,0.030747606637728,0.1753499547696776,292004,0.0,0.0665618987890793,0.3402996845425867,0.1962541609019054,0.0197554239789605,0.1405539895519174,0.032033,-0.032033,-0.2016,-32.49,32.49,Brain_spinal_cord
Brain_spinal_cord,BS_M24,BS_M11,Intermediate neuronal progenitors,Deep-layer neurons,Developmental progression,224.0,210.0,205,192,42068,0.0,0.0222655770287976,0.0,0.076946847960445,0.0062108385529683,0.0788088735674372,236402,0.0,0.0369367331357213,0.2235410094637201,0.1029094508506696,0.0124167702699905,0.1114305625490175,0.014671,0.014671,0.152,65.89,65.89,Brain_spinal_cord
Brain_spinal_cord,BS_M40,BS_M48,Spinal cord/r7/r8,Spinal V1 interneurons,Developmental progression,242.0,250.0,222,230,395636,0.2801591607885694,0.2003485609844605,0.5545306565382528,0.5359269631681647,0.045215830352988,0.2126401428540434,31325,0.0,0.1588917323974511,0.4483438485804416,0.3640542697525937,0.0494754269688759,0.222430723976873,0.041457,-0.041457,-0.1905,-20.69,20.69,Brain_spinal_cord
Brain_spinal_cord,BS_M24,BS_M56,Intermediate neuronal progenitors,Upper-layer neurons,Developmental progression,224.0,259.0,205,239,42068,0.0,0.0222655770287976,0.0,0.076946847960445,0.0062108385529683,0.0788088735674372,238829,0.0,0.0186351884516241,0.0,0.0503707673691218,0.00678095879709,0.082346577324683,0.00363,-0.00363,-0.045,-16.3,16.3,Brain_spinal_cord
Brain_spinal_cord,BS_M43,BS_M19,Spinal dI3 interneurons,Glutamatergic neurons (after E13.0),Developmental progression,245.0,218.0,225,200,5430,0.0,0.0919675276388332,0.3919558359621451,0.2434622467771639,0.026976716736053,0.1642459032550066,570526,0.0,0.0596380055049316,0.3272870662460567,0.1757833998801106,0.0180647625616808,0.1344052177621122,0.03233,-0.03233,-0.2154,-35.15,35.15,Brain_spinal_cord
Brain_spinal_cord,BS_M42,BS_M47,Spinal dI2 interneurons,Spinal V0 interneurons,Developmental progression,244.0,249.0,224,229,21843,0.0,0.0751345889529104,0.3876182965299685,0.1937004990157029,0.0240428619095095,0.1550576083573763,9397,0.0,0.1139799298319585,0.4152208201892744,0.2900925827391721,0.0327167303218624,0.1808776667304794,0.038845,0.038845,0.2306,51.7,51.7,Brain_spinal_cord
