system,x,y,x_name,y_name,edge_type,sh_x,sh_y,abs_delta,delta,cohens_d,pct_change,abs_pct_change,sh_node_x,sh_node_y,frac>0_x,frac>0_y,n_x,n_y
Pre_gastrulation,PGa_M12,PGa_M13,Visceral endoderm,Extraembryonic visceral endoderm,Developmental progression,0.015555838708579,-0.0162754545649576,0.0318312932735365,-0.0318312932735365,NA,NA,NA,0.00221053269279085,-0.00863698639234131,NA,NA,NA,NA
Pre_gastrulation,PGa_M12,PGa_M14,Visceral endoderm,Embryonic visceral endoderm,Developmental progression,0.00132061395122432,0.0123195884515099,0.0109989745002856,0.0109989745002856,NA,NA,NA,0.00221053269279085,0.00984730206657995,NA,NA,NA,NA
Pre_gastrulation,PGa_M7,PGa_M15,Inner cell mass,Epiblast,Developmental progression,0.00935018684504091,-0.0022789491530975,0.0116291359981384,-0.0116291359981384,NA,NA,NA,0.0054410149940789,-6.3193079487227e-4,NA,NA,NA,NA
Pre_gastrulation,PGa_M15,PGa_M16,Epiblast,Primitive streak,Developmental progression,-0.0171858492576648,-0.0168031295392506,3.827197184142e-4,3.827197184142e-4,NA,NA,NA,-6.3193079487227e-4,-0.0102501884050779,NA,NA,NA,NA
Pre_gastrulation,PGa_M14,Ga_M4,Embryonic visceral endoderm,Embryonic visceral endoderm,Dataset equivalence,0.00737501568164998,-0.0164896243138248,0.0238646399954748,-0.0238646399954748,NA,NA,NA,0.00984730206657995,0.0010089065255731,NA,NA,NA,NA
Pre_gastrulation,PGa_M9,Ga_M1,Extraembryonic ectoderm,Extraembryonic ectoderm,Dataset equivalence,-0.01917765201658,0.013011855756494,0.032189507773074,0.032189507773074,NA,NA,NA,-0.00528061597821116,0.013011855756494,NA,NA,NA,NA
Pre_gastrulation,PGa_M15,Ga_M5,Epiblast,Epiblast,Dataset equivalence,0.0175690060261455,0.0148650834240688,0.00270392260207661,-0.00270392260207661,NA,NA,NA,-6.3193079487227e-4,5.461285412677e-4,NA,NA,NA,NA
Pre_gastrulation,PGa_M13,Ga_M3,Extraembryonic visceral endoderm,Extraembryonic visceral endoderm,Dataset equivalence,-9.9851821972505e-4,0.0108630853661039,0.011861603585829,0.011861603585829,NA,NA,NA,-0.00863698639234131,0.0108630853661039,NA,NA,NA,NA
Pre_gastrulation,PGa_M16,Ga_M6,Primitive streak,Primitive streak,Dataset equivalence,-0.00369724727090521,-0.0133101941457739,0.00961294687486867,-0.00961294687486867,NA,NA,NA,-0.0102501884050779,5.834176973751e-4,NA,NA,NA,NA
Pre_gastrulation,PGa_M11,Ga_M2,Parietal endoderm,Parietal endoderm,Dataset equivalence,-0.0136185908880788,0.0046432264613344,0.0182618173494132,0.0182618173494132,NA,NA,NA,-0.0108734456078856,0.0046432264613344,NA,NA,NA,NA
Gastrulation,Ga_M10,Ga_M16,Anterior primitive streak,Definitive endoderm,Developmental progression,0.0011593878312803,2.605147520401e-4,8.988730792401e-4,-8.988730792401e-4,-0.1059,-77.5299735764446,77.5299735764446,0.0011593878312803,2.605147520401e-4,0.0145576707726763,0.0112994350282485,893,354
Gastrulation,Ga_M11,Ga_M33,Blood progenitors,Primitive erythroid cells,Developmental progression,4.122453548242e-4,4.304977883409e-4,1.82524335166588e-5,1.82524335166588e-5,0.0031,4.42756559972387,4.42756559972387,4.122453548242e-4,4.304977883409e-4,0.0073875083948959,0.0092097445038621,2978,6732
Gastrulation,Ga_M5,Ga_M6,Epiblast,Primitive streak,Developmental progression,5.461285412677e-4,5.834176973751e-4,3.72891561074408e-5,3.72891561074408e-5,0.0047,6.82790832005976,6.82790832005976,5.461285412677e-4,5.834176973751e-4,0.0088378258948298,0.0079228839297504,11315,7573
Gastrulation,Ga_M31,Ga_M25,Paraxial mesoderm (Tbx6+),Intermediate mesoderm,Developmental progression,0.0069135722626425,0.0089153091060985,0.0020017368434559,0.0020017368434559,0.0642,28.9537270662859,28.9537270662859,0.0069135722626425,0.0089153091060985,0.0780921584478577,0.1015037593984962,6185,1064
Gastrulation,Ga_M4,Ga_M21,Embryonic visceral endoderm,Gut,Developmental progression,0.0010089065255731,0.0180522737927801,0.0170433672672069,0.0170433672672069,0.4509,1689.29101311185,1689.29101311185,0.0010089065255731,0.0180522737927801,0.0087301587301587,0.1476793248945147,1260,1896
Gastrulation,Ga_M15,Ga_M36,Definitive ectoderm,Surface ectoderm,Developmental progression,0.0031198247049996,0.0026115682766845,5.082564283151e-4,-5.082564283151e-4,-0.0259,-16.2911854470733,16.2911854470733,0.0031198247049996,0.0026115682766845,0.0334561080417434,0.0314847942754919,6516,2795
Gastrulation,Ga_M18,Ga_M7,Extraembryonic mesoderm,Allantois,Developmental progression,0.0240241077019411,0.0045471152322079,0.0194769924697331,-0.0194769924697331,-0.4444,-81.0726987714905,81.0726987714905,0.0240241077019411,0.0045471152322079,0.2100814026299311,0.0542082738944365,3194,2804
Gastrulation,Ga_M13,Ga_M32,Cardiopharyngeal mesoderm,Paraxial mesoderm (Tbx6-),Developmental progression,0.0099859480076282,0.0165324893609412,0.006546541353313,0.006546541353313,0.1518,65.5575349312068,65.5575349312068,0.0099859480076282,0.0165324893609412,0.1056910569105691,0.1441905374959768,2214,3107
Gastrulation,Ga_M5,Ga_M15,Epiblast,Definitive ectoderm,Developmental progression,5.461285412677e-4,0.0031198247049996,0.0025736961637319,0.0025736961637319,0.1653,471.261977584537,471.261977584537,5.461285412677e-4,0.0031198247049996,0.0088378258948298,0.0334561080417434,11315,6516
Gastrulation,Ga_M14,Ga_M31,CLE and NMPs,Paraxial mesoderm (Tbx6+),Developmental progression,0.006091635505698,0.0069135722626425,8.219367569445e-4,8.219367569445e-4,0.0276,13.4928748802479,13.4928748802479,0.006091635505698,0.0069135722626425,0.0586939102564102,0.0780921584478577,4992,6185
Gastrulation,Ga_M15,Ga_M35,Definitive ectoderm,Spinal cord,Developmental progression,0.0031198247049996,0.015675142118863,0.0125553174138633,0.0125553174138633,0.3317,402.436630293456,402.436630293456,0.0031198247049996,0.015675142118863,0.0334561080417434,0.1293023255813953,6516,2150
Gastrulation,Ga_M28,Ga_M31,Nascent mesoderm,Paraxial mesoderm (Tbx6+),Developmental progression,0.0032225857924821,0.0069135722626425,0.0036909864701604,0.0036909864701604,0.1505,114.534932747825,114.534932747825,0.0032225857924821,0.0069135722626425,0.0461734230139974,0.0780921584478577,5501,6185
Gastrulation,Ga_M15,Ga_M27,Definitive ectoderm,Midbrain,Developmental progression,0.0031198247049996,0.0038412956930872,7.214709880875e-4,7.214709880875e-4,0.0327,23.1253694135884,23.1253694135884,0.0031198247049996,0.0038412956930872,0.0334561080417434,0.0456026058631921,6516,1228
Gastrulation,Ga_M14,Ga_M35,CLE and NMPs,Spinal cord,Developmental progression,0.006091635505698,0.015675142118863,0.009583506613165,0.009583506613165,0.2343,157.322390747129,157.322390747129,0.006091635505698,0.015675142118863,0.0586939102564102,0.1293023255813953,4992,2150
Gastrulation,Ga_M26,Ga_M25,Lateral plate mesoderm,Intermediate mesoderm,Developmental progression,0.0180307924203273,0.0089153091060985,0.0091154833142287,-0.0091154833142287,-0.2199,-50.5550898803107,50.5550898803107,0.0180307924203273,0.0089153091060985,0.1631782945736434,0.1015037593984962,2580,1064
Gastrulation,Ga_M15,Ga_M20,Definitive ectoderm,Forebrain,Developmental progression,0.0031198247049996,0.0092119586346318,0.0060921339296321,0.0060921339296321,0.1929,195.271674074164,195.271674074164,0.0031198247049996,0.0092119586346318,0.0334561080417434,0.0755773268019594,6516,1429
Gastrulation,Ga_M6,Ga_M28,Primitive streak,Nascent mesoderm,Developmental progression,5.834176973751e-4,0.0032225857924821,0.0026391680951069,0.0026391680951069,0.1844,452.363393668161,452.363393668161,5.834176973751e-4,0.0032225857924821,0.0079228839297504,0.0461734230139974,7573,5501
Gastrulation,Ga_M23,Ga_M11,Hematoendothelial progenitors,Blood progenitors,Developmental progression,0.0010999914464117,4.122453548242e-4,6.877460915875e-4,-6.877460915875e-4,-0.0723,-62.5228581395762,62.5228581395762,0.0010999914464117,4.122453548242e-4,0.0161662817551963,0.0073875083948959,2598,2978
Gastrulation,Ga_M36,Ga_M8,Surface ectoderm,Amniotic ectoderm,Developmental progression,0.0026115682766845,0.0015600084817642,0.0010515597949203,-0.0010515597949203,-0.0695,-40.2654529199339,40.2654529199339,0.0026115682766845,0.0015600084817642,0.0314847942754919,0.0305343511450381,2795,524
Gastrulation,Ga_M28,Ga_M18,Nascent mesoderm,Extraembryonic mesoderm,Developmental progression,0.0032225857924821,0.0240241077019411,0.0208015219094589,0.0208015219094589,0.4905,645.491640842763,645.491640842763,0.0032225857924821,0.0240241077019411,0.0461734230139974,0.2100814026299311,5501,3194
Gastrulation,Ga_M16,Ga_M21,Definitive endoderm,Gut,Developmental progression,2.605147520401e-4,0.0180522737927801,0.0177917590407399,0.0177917590407399,0.487,6829.46316913222,6829.46316913222,2.605147520401e-4,0.0180522737927801,0.0112994350282485,0.1476793248945147,354,1896
Gastrulation,Ga_M18,Ga_M22,Extraembryonic mesoderm,Gut mesenchyme,Developmental progression,0.0240241077019411,0.0743738132498696,0.0503497055479284,0.0503497055479284,0.6751,209.579919356839,209.579919356839,0.0240241077019411,0.0743738132498696,0.2100814026299311,0.536150234741784,3194,1065
Gastrulation,Ga_M23,Ga_M17,Hematoendothelial progenitors,Endothelium,Developmental progression,0.0010999914464117,7.44512333107e-4,3.554791133047e-4,-3.554791133047e-4,-0.0324,-32.316534320728,32.316534320728,0.0010999914464117,7.44512333107e-4,0.0161662817551963,0.0091649694501018,2598,982
Gastrulation,Ga_M18,Ga_M9,Extraembryonic mesoderm,Amniotic mesoderm,Developmental progression,0.0240241077019411,0.0083873456790123,0.0156367620229287,-0.0156367620229287,-0.336,-65.0877952135777,65.0877952135777,0.0240241077019411,0.0083873456790123,0.2100814026299311,0.0868055555555555,3194,1152
Gastrulation,Ga_M36,Ga_M14,Surface ectoderm,CLE and NMPs,Developmental progression,0.0026115682766845,0.006091635505698,0.0034800672290134,0.0034800672290134,0.1392,133.255839415827,133.255839415827,0.0026115682766845,0.006091635505698,0.0314847942754919,0.0586939102564102,2795,4992
Gastrulation,Ga_M26,Ga_M9,Lateral plate mesoderm,Amniotic mesoderm,Developmental progression,0.0180307924203273,0.0083873456790123,0.0096434467413149,-0.0096434467413149,-0.2329,-53.4832109233495,53.4832109233495,0.0180307924203273,0.0083873456790123,0.1631782945736434,0.0868055555555555,2580,1152
Gastrulation,Ga_M26,Ga_M12,Lateral plate mesoderm,Cardiogenic mesoderm,Developmental progression,0.0180307924203273,0.0031095907766375,0.0149212016436897,-0.0149212016436897,-0.3969,-82.7539982483971,82.7539982483971,0.0180307924203273,0.0031095907766375,0.1631782945736434,0.0319270239452679,2580,877
Gastrulation,Ga_M15,Ga_M24,Definitive ectoderm,Hindbrain,Developmental progression,0.0031198247049996,0.0103043927648578,0.0071845680598582,0.0071845680598582,0.2309,230.287555847116,230.287555847116,0.0031198247049996,0.0103043927648578,0.0334561080417434,0.0911627906976744,6516,1075
Gastrulation,Ga_M7,Ga_M23,Allantois,Hematoendothelial progenitors,Developmental progression,0.0045471152322079,0.0010999914464117,0.0034471237857961,-0.0034471237857961,-0.1809,-75.8090263774194,75.8090263774194,0.0045471152322079,0.0010999914464117,0.0542082738944365,0.0161662817551963,2804,2598
Gastrulation,Ga_M28,Ga_M23,Nascent mesoderm,Hematoendothelial progenitors,Developmental progression,0.0032225857924821,0.0010999914464117,0.0021225943460704,-0.0021225943460704,-0.1367,-65.8661858133338,65.8661858133338,0.0032225857924821,0.0010999914464117,0.0461734230139974,0.0161662817551963,5501,2598
Gastrulation,Ga_M15,Ga_M34,Definitive ectoderm,Primordial germ cells,Developmental progression,0.0031198247049996,0.002028947368421,0.0010908773365786,-0.0010908773365786,-0.0583,-34.9659817370645,34.9659817370645,0.0031198247049996,0.002028947368421,0.0334561080417434,0.0236842105263157,6516,380
Gastrulation,Ga_M15,Ga_M29,Definitive ectoderm,Neural crest,Developmental progression,0.0031198247049996,2.769301895515e-4,0.0028428945154481,-0.0028428945154481,-0.1916,-91.1235336681655,91.1235336681655,0.0031198247049996,2.769301895515e-4,0.0334561080417434,0.0083217753120665,6516,721
Gastrulation,Ga_M6,Ga_M34,Primitive streak,Primordial germ cells,Developmental progression,5.834176973751e-4,0.002028947368421,0.0014455296710458,0.0014455296710458,0.1106,247.769253066778,247.769253066778,5.834176973751e-4,0.002028947368421,0.0079228839297504,0.0236842105263157,7573,380
Gastrulation,Ga_M26,Ga_M22,Lateral plate mesoderm,Gut mesenchyme,Developmental progression,0.0180307924203273,0.0743738132498696,0.0563430208295422,0.0563430208295422,0.7881,312.482222168023,312.482222168023,0.0180307924203273,0.0743738132498696,0.1631782945736434,0.536150234741784,2580,1065
Gastrulation,Ga_M10,Ga_M30,Anterior primitive streak,Notochord,Developmental progression,0.0011593878312803,0.0314645191409897,0.0303051313097094,0.0303051313097094,0.6397,2613.89075269515,2613.89075269515,0.0011593878312803,0.0314645191409897,0.0145576707726763,0.2331932773109243,893,952
Gastrulation,Ga_M6,Ga_M10,Primitive streak,Anterior primitive streak,Developmental progression,5.834176973751e-4,0.0011593878312803,5.759701339051e-4,5.759701339051e-4,0.0568,98.7234594522013,98.7234594522013,5.834176973751e-4,0.0011593878312803,0.0079228839297504,0.0145576707726763,7573,893
Gastrulation,Ga_M28,Ga_M13,Nascent mesoderm,Cardiopharyngeal mesoderm,Developmental progression,0.0032225857924821,0.0099859480076282,0.006763362215146,0.006763362215146,0.2386,209.873767547911,209.873767547911,0.0032225857924821,0.0099859480076282,0.0461734230139974,0.1056910569105691,5501,2214
Gastrulation,Ga_M28,Ga_M34,Nascent mesoderm,Primordial germ cells,Developmental progression,0.0032225857924821,0.002028947368421,0.0011936384240611,-0.0011936384240611,-0.0682,-37.039771814476,37.039771814476,0.0032225857924821,0.002028947368421,0.0461734230139974,0.0236842105263157,5501,380
Gastrulation,Ga_M35,Ga_M19,Spinal cord,Floor plate,Developmental progression,0.015675142118863,0.0965757967269595,0.0809006546080964,0.0809006546080964,1.03,516.107949737456,516.107949737456,0.015675142118863,0.0965757967269595,0.1293023255813953,0.5930232558139535,2150,258
Gastrulation,Ga_M14,Ga_M34,CLE and NMPs,Primordial germ cells,Developmental progression,0.006091635505698,0.002028947368421,0.0040626881372769,-0.0040626881372769,-0.1672,-66.6928960781844,66.6928960781844,0.006091635505698,0.002028947368421,0.0586939102564102,0.0236842105263157,4992,380
Gastrulation,Ga_M28,Ga_M26,Nascent mesoderm,Lateral plate mesoderm,Developmental progression,0.0032225857924821,0.0180307924203273,0.0148082066278451,0.0148082066278451,0.4034,459.513185417453,459.513185417453,0.0032225857924821,0.0180307924203273,0.0461734230139974,0.1631782945736434,5501,2580
Gastrulation,Ga_M28,Ga_M32,Nascent mesoderm,Paraxial mesoderm (Tbx6-),Developmental progression,0.0032225857924821,0.0165324893609412,0.013309903568459,0.013309903568459,0.3563,413.019370950779,413.019370950779,0.0032225857924821,0.0165324893609412,0.0461734230139974,0.1441905374959768,5501,3107
Notochord,No_M1,No_M2,Notochord,Ciliated nodal cells,Developmental progression,0.283269485903814,0.297072222222222,0.013803,0.013803,0.1013,4.87,4.87,0.283269485903814,0.297072222222222,0.8702025586353944,0.9166666666666666,3752,60
Blood,B_M8,B_M9,Definitive early erythroblasts (CD36-),Definitive erythroblasts (CD36+),Developmental progression,0.018832959272774102,0.0039714439901251,0.014862,-0.014862,-0.3136,-78.91,78.91,0.018832959272774102,0.0039714439901251,0.1184257676013218,0.0157605521060943,929291,92446
Blood,B_M11,B_M18,Hematopoietic stem cells (Cd34+),Monocytes,Developmental progression,0.0158012774098601,0.0056960540901705,0.010105,-0.010105,-0.2313,-63.95,63.95,0.0158012774098601,0.0056960540901705,0.1134569536423841,0.0406245729123957,37750,29268
Blood,B_M19,B_M23,Monocytic myeloid-derived suppressor cells,PMN myeloid-derived suppressor cells,Developmental progression,0.0033044384265434,0.0018243834785246,0.00148,-0.00148,-0.0639,-44.79,44.79,0.0033044384265434,0.0018243834785246,0.0214219312073077,0.0086464698998829,24741,15382
Blood,B_M25,B_M26,Regulatory T cells,T cells,Developmental progression,0.0239902040816326,0.017122393899583,0.006868,-0.006868,-0.1096,-28.63,28.63,0.0239902040816326,0.017122393899583,0.1465306122448979,0.0949334551893528,9800,70028
Blood,B_M26,B_M1,T cells,Activated T cells,Developmental progression,0.017122393899583,0.0147628421352934,0.00236,-0.00236,-0.0406,-13.78,13.78,0.017122393899583,0.0147628421352934,0.0949334551893528,0.0673614257665005,70028,6621
Blood,B_M15,B_M8,Megakaryocyte-erythroid progenitors,Definitive early erythroblasts (CD36-),Developmental progression,0.0264352485858886,0.018832959272774102,0.007602,-0.007602,-0.1207,-28.76,28.76,0.0264352485858886,0.018832959272774102,0.1839833283715391,0.1184257676013218,13436,929291
Blood,B_M5,B_M17,Border-associated macrophages,Microglia,Developmental progression,0.007769830191284,0.0088159018001537,0.001046,0.001046,0.0258,13.46,13.46,0.007769830191284,0.0088159018001537,0.0488410976975349,0.0547602004294917,65191,8382
Blood,B_M11,B_M5,Hematopoietic stem cells (Cd34+),Border-associated macrophages,Developmental progression,0.0158012774098601,0.007769830191284,0.008031,-0.008031,-0.1726,-50.83,50.83,0.0158012774098601,0.007769830191284,0.1134569536423841,0.0488410976975349,37750,65191
Blood,B_M12,B_M19,Hematopoietic stem cells (Mpo+),Monocytic myeloid-derived suppressor cells,Developmental progression,0.0095232810638379,0.0033044384265434,0.006219,-0.006219,-0.1807,-65.3,65.3,0.0095232810638379,0.0033044384265434,0.0679263230716015,0.0214219312073077,23128,24741
Blood,B_M11,B_M12,Hematopoietic stem cells (Cd34+),Hematopoietic stem cells (Mpo+),Developmental progression,0.0158012774098601,0.0095232810638379,0.006278,-0.006278,-0.1327,-39.73,39.73,0.0158012774098601,0.0095232810638379,0.1134569536423841,0.0679263230716015,37750,23128
Blood,B_M11,B_M7,Hematopoietic stem cells (Cd34+),Conventional dendritic cells,Developmental progression,0.0158012774098601,0.0095962704301857,0.006205,-0.006205,-0.1279,-39.27,39.27,0.0158012774098601,0.0095962704301857,0.1134569536423841,0.0571802706241815,37750,4582
Blood,B_M3,B_M4,B cell progenitors,B cells,Developmental progression,0.0293317889317889,0.014974537628415,0.014357,-0.014357,-0.2249,-48.95,48.95,0.0293317889317889,0.014974537628415,0.1861003861003861,0.0829365724504726,1295,43057
Blood,B_M11,B_M8,Hematopoietic stem cells (Cd34+),Definitive early erythroblasts (CD36-),Developmental progression,0.0158012774098601,0.018832959272774102,0.003032,0.003032,0.0544,19.19,19.19,0.0158012774098601,0.018832959272774102,0.1134569536423841,0.1184257676013218,37750,929291
Blood,B_M5,B_M13,Border-associated macrophages,Kupffer cells,Developmental progression,0.007769830191284,0.0050524317296918,0.002717,-0.002717,-0.0766,-34.97,34.97,0.007769830191284,0.0050524317296918,0.0488410976975349,0.0351018942454439,65191,33417
Blood,B_M27,B_M26,T-NK progenitors,T cells,Developmental progression,0.0138961365363259,0.017122393899583,0.003226,0.003226,0.0594,23.22,23.22,0.0138961365363259,0.017122393899583,0.1004734350341925,0.0949334551893528,1901,70028
Blood,B_M27,B_M25,T-NK progenitors,Regulatory T cells,Developmental progression,0.0138961365363259,0.0239902040816326,0.010094,0.010094,0.1725,72.64,72.64,0.0138961365363259,0.0239902040816326,0.1004734350341925,0.1465306122448979,1901,9800
Blood,B_M5,B_M6,Border-associated macrophages,Border-associated macrophages (Ms4a8a+),Developmental progression,0.007769830191284,0.0039840934684684,0.003786,-0.003786,-0.1109,-48.72,48.72,0.007769830191284,0.0039840934684684,0.0488410976975349,0.026393581081081,65191,4736
Blood,B_M11,B_M3,Hematopoietic stem cells (Cd34+),B cell progenitors,Developmental progression,0.0158012774098601,0.0293317889317889,0.013531,0.013531,0.2157,85.63,85.63,0.0158012774098601,0.0293317889317889,0.1134569536423841,0.1861003861003861,37750,1295
Blood,B_M11,B_M15,Hematopoietic stem cells (Cd34+),Megakaryocyte-erythroid progenitors,Developmental progression,0.0158012774098601,0.0264352485858886,0.010634,0.010634,0.1768,67.3,67.3,0.0158012774098601,0.0264352485858886,0.1134569536423841,0.1839833283715391,37750,13436
Blood,B_M11,B_M22,Hematopoietic stem cells (Cd34+),Plasmacytoid dendritic cells,Developmental progression,0.0158012774098601,0.0237710162478554,0.00797,0.00797,0.131,50.44,50.44,0.0158012774098601,0.0237710162478554,0.1134569536423841,0.1353315168029064,37750,1101
Blood,B_M18,B_M7,Monocytes,Conventional dendritic cells,Developmental progression,0.0056960540901705,0.0095962704301857,0.0039,0.0039,0.1006,68.47,68.47,0.0056960540901705,0.0095962704301857,0.0406245729123957,0.0571802706241815,29268,4582
Blood,B_M11,B_M10,Hematopoietic stem cells (Cd34+),Granulocytes,Developmental progression,0.0158012774098601,0.0074462299909156,0.008355,-0.008355,-0.1845,-52.88,52.88,0.0158012774098601,0.0074462299909156,0.1134569536423841,0.0532844657457005,37750,3547
Blood,B_M18,B_M2,Monocytes,Adipose tissue macrophages,Developmental progression,0.0056960540901705,0.0058215857862635,1.26e-4,1.26e-4,0.0038,2.2,2.2,0.0056960540901705,0.0058215857862635,0.0406245729123957,0.0369928400954653,29268,4190
Blood,B_M11,B_M14,Hematopoietic stem cells (Cd34+),Mast cells,Developmental progression,0.0158012774098601,0.023093093093093,0.007292,0.007292,0.1224,46.15,46.15,0.0158012774098601,0.023093093093093,0.1134569536423841,0.1395417156286721,37750,23828
Blood,B_M11,B_M27,Hematopoietic stem cells (Cd34+),T-NK progenitors,Developmental progression,0.0158012774098601,0.0138961365363259,0.001905,-0.001905,-0.0374,-12.06,12.06,0.0158012774098601,0.0138961365363259,0.1134569536423841,0.1004734350341925,37750,1901
Blood,B_M5,B_M21,Border-associated macrophages,Osteoclasts,Developmental progression,0.007769830191284,0.0126250041796234,0.004855,0.004855,0.1108,62.49,62.49,0.007769830191284,0.0126250041796234,0.0488410976975349,0.0902798675895275,65191,3323
Blood,B_M11,B_M25,Hematopoietic stem cells (Cd34+),Regulatory T cells,Developmental progression,0.0158012774098601,0.0239902040816326,0.008189,0.008189,0.1368,51.82,51.82,0.0158012774098601,0.0239902040816326,0.1134569536423841,0.1465306122448979,37750,9800
Blood,B_M15,B_M16,Megakaryocyte-erythroid progenitors,Megakaryocytes,Developmental progression,0.0264352485858886,0.0108026813441308,0.015633,-0.015633,-0.277,-59.14,59.14,0.0264352485858886,0.0108026813441308,0.1839833283715391,0.0793801177505583,13436,14777
Blood,B_M27,B_M20,T-NK progenitors,Natural killer cells,Developmental progression,0.0138961365363259,0.0126941723892078,0.001202,-0.001202,-0.0241,-8.65,8.65,0.0138961365363259,0.0126941723892078,0.1004734350341925,0.0732860520094562,1901,2961
Eye,Ey_M7,Ey_M10,Eye field,Naive retinal progenitor cells,Developmental progression,0.0837496419071004,0.132846308913054,0.049097,0.049097,0.3234,58.62,58.62,0.0837496419071004,0.132846308913054,0.3788674033149171,0.482492930749815,43440,52693
Eye,Ey_M10,Ey_M16,Naive retinal progenitor cells,Retinal progenitor cells,Developmental progression,0.132846308913054,0.0466714374407737,0.086175,-0.086175,-0.6158,-64.87,64.87,0.132846308913054,0.0466714374407737,0.482492930749815,0.2157631604744632,52693,10201
Eye,Ey_M7,Ey_M16,Eye field,Retinal progenitor cells,Developmental progression,0.0837496419071004,0.0466714374407737,0.037078,-0.037078,-0.3135,-44.27,44.27,0.0837496419071004,0.0466714374407737,0.3788674033149171,0.2157631604744632,43440,10201
Eye,Ey_M16,Ey_M2,Retinal progenitor cells,Amacrine/Horizontal precursor cells,Developmental progression,0.0466714374407737,0.018701741904885,0.02797,-0.02797,-0.3307,-59.93,59.93,0.0466714374407737,0.018701741904885,0.2157631604744632,0.1016686069072565,10201,5154
Eye,Ey_M16,Ey_M3,Retinal progenitor cells,Bipolar precursor cells,Developmental progression,0.0466714374407737,0.0247726680986786,0.021899,-0.021899,-0.2499,-46.92,46.92,0.0466714374407737,0.0247726680986786,0.2157631604744632,0.1417691857059168,10201,3414
Eye,Ey_M7,Ey_M11,Eye field,Optic stalk,Developmental progression,0.0837496419071004,0.100226464821779,0.016477,0.016477,0.125,19.67,19.67,0.0837496419071004,0.100226464821779,0.3788674033149171,0.4787387908591264,43440,3457
Eye,Ey_M7,Ey_M5,Eye field,Ciliary margin cells,Developmental progression,0.0837496419071004,0.0452493486590038,0.0385,-0.0385,-0.332,-45.97,45.97,0.0837496419071004,0.0452493486590038,0.3788674033149171,0.2413793103448276,43440,725
Eye,Ey_M11,Ey_M18,Optic stalk,Suprachiasmatic nucleus,Developmental progression,0.100226464821779,0.0847104315550385,0.015516,-0.015516,-0.1161,-15.48,15.48,0.100226464821779,0.0847104315550385,0.4787387908591264,0.3383746052850258,3457,6017
