system	x	y	x_name	y_name	edge_type	abs_delta	delta	sh_x	sh_y	x_id	y_id
Gastrulation_E8.5b	Ga_M7	L_M3	Allantois	Allantois	Dataset equivalence	NA	NA	0.0045471152322079	NA	23	174
Gastrulation_E8.5b	Ga_M8	Ep_M1	Amniotic ectoderm	Amniotic ectoderm	Dataset equivalence	NA	NA	0.0015600084817642	NA	24	65
Gastrulation_E8.5b	Ga_M9	L_M4	Amniotic mesoderm	Amniotic mesoderm	Dataset equivalence	NA	NA	0.0083873456790123	NA	25	175
Gastrulation_E8.5b	Ga_M19	BS_M1	Floor plate	Anterior floor plate	Dataset equivalence	0.0773451669615904	0.0773451669615904	0.0965757967269595	0.17392096368855	35	208
Gastrulation_E8.5b	Ga_M25	R_M1	Intermediate mesoderm	Anterior intermediate mesoderm	Dataset equivalence	0.0251017696601518	0.0251017696601518	0.0089153091060985	0.0340170787662503	41	139
Gastrulation_E8.5b	Ga_M24	BS_M2	Hindbrain	Anterior roof plate	Dataset equivalence	0.0580542774446774	0.0580542774446774	0.0103043927648578	0.0683586702095352	40	219
Gastrulation_E8.5b	Ga_M17	En_M1	Endothelium	Arterial endothelial cells	Dataset equivalence	NA	NA	0.000744512333107	NA	33	53
Gastrulation_E8.5b	Ga_M13	L_M6	Cardiopharyngeal mesoderm	Cardiopharyngeal mesoderm	Dataset equivalence	NA	NA	0.0099859480076282	NA	29	177
Gastrulation_E8.5b	Ga_M32	M_M7	Paraxial mesoderm (Tbx6-)	Dermomyotome	Dataset equivalence	0.151192154084144	0.151192154084144	0.0165324893609412	0.167724643445085	48	279
Gastrulation_E8.5b	Ga_M20	BS_M14	Forebrain	Diencephalon	Dataset equivalence	0.189490048286169	0.189490048286169	0.0092119586346318	0.198702006920801	36	213
Gastrulation_E8.5b	Ga_M17	En_M5	Endothelium	Endothelium	Dataset equivalence	0.0278000435734618	0.0278000435734618	0.000744512333107	0.0285445559065688	33	60
Gastrulation_E8.5b	Ga_M23	En_M5	Hematoendothelial progenitors	Endothelium	Dataset equivalence	0.0274445644601571	0.0274445644601571	0.0010999914464117	0.0285445559065688	39	60
Gastrulation_E8.5b	Ga_M18	L_M7	Extraembryonic mesoderm	Extraembryonic mesoderm	Dataset equivalence	0.0632803158499148	0.0632803158499148	0.0240241077019411	0.0873044235518559	34	178
Gastrulation_E8.5b	Ga_M3	G_M6	Extraembryonic visceral endoderm	Extraembryonic visceral endoderm	Dataset equivalence	NA	NA	0.0108630853661039	NA	19	121
Gastrulation_E8.5b	Ga_M20	Ey_M7	Forebrain	Eye field	Dataset equivalence	0.0745376832724686	0.0745376832724686	0.0092119586346318	0.0837496419071004	36	106
Gastrulation_E8.5b	Ga_M32	M_M9	Paraxial mesoderm (Tbx6-)	Facial mesenchyme	Dataset equivalence	0.150159674327673	0.150159674327673	0.0165324893609412	0.166692163688614	48	281
Gastrulation_E8.5b	Ga_M29	M_M9	Neural crest	Facial mesenchyme	Dataset equivalence	0.166415233499063	0.166415233499063	0.0002769301895515	0.166692163688614	45	281
Gastrulation_E8.5b	Ga_M26	L_M24	Lateral plate mesoderm	Somatic mesoderm	Dataset equivalence	0.0245940470379204	0.0245940470379204	0.0180307924203273	0.0426248394582477	42	169
Gastrulation_E8.5b	Ga_M35	BS_M40	Spinal cord	Spinal cord/r7/r8	Dataset equivalence	0.184673418865597	0.184673418865597	0.015675142118863	0.20034856098446	51	242
Gastrulation_E8.5b	Ga_M26	L_M25	Lateral plate mesoderm	Splanchnic mesoderm	Dataset equivalence	0.132686949353772	0.132686949353772	0.0180307924203273	0.150717741774099	42	170
Gastrulation_E8.5b	Ga_M20	BS_M54	Forebrain	Telencephalon	Dataset equivalence	0.100161482530016	0.100161482530016	0.0092119586346318	0.109373441164647	36	257
Endothelium	En_M7	En_M5	Hematoendothelial progenitors	Endothelium	Developmental progression	NA	NA	NA	0.0285445559065688	62	60
Endothelium	En_M5	En_M1	Endothelium	Arterial endothelial cells	Developmental progression	NA	NA	0.0285445559065688	NA	60	53
Lateral_plate_mesoderm	L_M7	L_M3	Extraembryonic mesoderm	Allantois	Developmental progression	NA	NA	0.0873044235518559	NA	178	174
Gastrulation_E8.5b	Ga_M20	BS_M22	Forebrain	Hypothalamus	Dataset equivalence	0.279363081825413	0.279363081825413	0.0092119586346318	0.288575040460044	36	222
Gastrulation_E8.5b	Ga_M26	L_M22	Lateral plate mesoderm	Second heart field	Dataset equivalence	0.0639065995942487	0.0639065995942487	0.0180307924203273	0.081937392014576	42	167
Gastrulation_E8.5b	Ga_M29	PN_M4	Neural crest	Neural crest (PNS neurons)	Dataset equivalence	0.0323047392457897	0.0323047392457897	0.0002769301895515	0.0325816694353412	45	134
Gastrulation_E8.5b	Ga_M32	M_M18	Paraxial mesoderm (Tbx6-)	Sclerotome	Dataset equivalence	0.196667493427993	0.196667493427993	0.0165324893609412	0.213199982788934	48	273
Gastrulation_E8.5b	Ga_M12	L_M22	Cardiogenic mesoderm	Second heart field	Dataset equivalence	0.0788278012379385	0.0788278012379385	0.0031095907766375	0.081937392014576	28	167
Gastrulation_E8.5b	Ga_M11	B_M11	Blood progenitors	Hematopoietic stem cells (Cd34+)	Dataset equivalence	0.0153890320550359	0.0153890320550359	0.0004122453548242	0.0158012774098601	27	183
Lateral_plate_mesoderm	L_M22	L_M5	Second heart field	Atrial cardiomyocytes	Developmental progression	0.063567	-0.063567	NA	NA	167	176
