system	meta_group	total_cells_node	node_age_mean	node_age_weighted	n_celltypes_in_node	delta_input	delta_output	delta_delta
Pre_gastrulation	PGa_M4	NA	0.2	0.2	1	-0.0235755803593913	-0.0258539653375889	0.0022783849781976007
Pre_gastrulation	PGa_M5	NA	0.26666666666666666	0.26666666666666666	1	-0.0258539653375889	0.0496668874841437	-0.0755208528217326
Pre_gastrulation	PGa_M6	NA	0.3333333333333333	0.3333333333333333	1	0.0496668874841437	0.03905031559310196	0.010616571891041739
Pre_gastrulation	PGa_M7	NA	0.4	0.4	1	0.0333524714245279	0.0315398391693566	0.0018126322551713023
Pre_gastrulation	PGa_M8	NA	0.4666666666666667	0.4666666666666667	1	0.00569784416857406	0.0149412719070293	-0.00924342773845524
Pre_gastrulation	PGa_M9	NA	0.5333333333333333	0.5333333333333333	1	0.0149412719070293	0.032189507773074	-0.017248235866044702
Renal	R_M1	7833	7.677390527256479	8.043300667901498	1	0.0251017696601518	0.035975	-0.0108732303398482
Renal	R_M10	10584	8.829837490551776	8.820635702904779	1	0.0856001164704214	0.039492	0.0461081164704214
Renal	R_M11	7609	38.58259955316073	38.6682047842604	1	-0.018253	0	-0.018253
Renal	R_M12	7231	10.531185174941225	10.341360996964085	1	0.050569	0	0.050569
Renal	R_M13	3705	28.373009446693658	28.04721722514033	1	0.003113	0.017279	-0.014166
Renal	R_M14	253	29.08300395256917	27.99284787263915	1	0.024031	0	0.024031
Renal	R_M2	1728	39.9369212962963	39.1228463755476	1	-0.018418	0	-0.018418
Renal	R_M3	182	39.96703296703296	41.46781860516072	1	0.063897	0	0.063897
Renal	R_M4	840	38.62380952380953	38.09526036135436	1	-0.006752	0.024669	-0.031421
Renal	R_M5	254	39.346456692913385	39.43118733972782	1	-0.020811	0.039228	-0.060038999999999995
Renal	R_M6	639	39.90297339593114	39.56052986245229	1	-0.025531	0	-0.025531
Renal	R_M7	16036	33.3190321776004	33.23132531865703	1	-0.011077	-0.01656	0.005482999999999998
Renal	R_M8	11348	35.73528375044061	35.8766915782678	1	-0.013946999999999998	-0.073266	0.059319
Renal	R_M9	2396	38.69198664440734	38.786561311776474	1	0.009747	0	0.009747
